H,model,n,N,alpha,delta_t,strategy,value_sum,value_markovian,value_full
0.44,mixed_fbm,500,250,10.0,0.004,both,1.24147,0.194613,1.255606
0.45,mixed_fbm,500,250,10.0,0.004,both,0.846282,0.131553,0.856812
0.46,mixed_fbm,500,250,10.0,0.004,both,0.531651,0.082019,0.538896
0.32,mixed_fbm,1000,500,0.2,0.002,both,0.52592,0.419897,3.619981
0.47,mixed_fbm,500,250,10.0,0.004,both,0.293533,0.044978,0.297922
0.48,mixed_fbm,500,250,10.0,0.004,both,0.128038,0.019503,0.130144
0.49,mixed_fbm,500,250,10.0,0.004,both,0.031411,0.00476,0.03198
0.5,mixed_fbm,500,250,10.0,0.004,both,-0.0,0.0,0.0
0.51,mixed_fbm,500,250,10.0,0.004,both,0.030229,0.004545,0.030898
0.52,mixed_fbm,500,250,10.0,0.004,both,0.118567,0.017779,0.121473
0.53,mixed_fbm,500,250,10.0,0.004,both,0.261496,0.039141,0.268607
0.06,mixed_fbm,500,250,5.0,0.004,both,166.212981,68.841247,168.25938
0.54,mixed_fbm,500,250,10.0,0.004,both,0.45547,0.068113,0.469241
0.55,mixed_fbm,500,250,10.0,0.004,both,0.696881,0.104217,0.720343
0.33,mixed_fbm,1000,500,0.2,0.002,both,0.378964,0.327386,2.8894
0.56,mixed_fbm,500,250,10.0,0.004,both,0.982013,0.147005,1.018885
0.57,mixed_fbm,500,250,10.0,0.004,both,1.306998,0.19605,1.361809
0.58,mixed_fbm,500,250,10.0,0.004,both,1.667764,0.250632,1.745994
0.59,mixed_fbm,500,250,10.0,0.004,both,2.05999,0.310869,2.168219
0.6,mixed_fbm,500,250,10.0,0.004,both,2.47905,0.376204,2.625121
0.34,mixed_fbm,1000,500,0.2,0.002,both,0.270059,0.253382,2.286157
0.61,mixed_fbm,500,250,10.0,0.004,both,2.919966,0.446266,3.113156
0.62,mixed_fbm,500,250,10.0,0.004,both,3.377364,0.520189,3.628555
0.63,mixed_fbm,500,250,10.0,0.004,both,3.845437,0.59891,4.167277
0.64,mixed_fbm,500,250,10.0,0.004,both,4.317925,0.68036,4.724971
0.65,mixed_fbm,500,250,10.0,0.004,both,4.788113,0.764736,5.296927
0.35,mixed_fbm,1000,500,0.2,0.002,both,0.190238,0.194175,1.791682
0.66,mixed_fbm,500,250,10.0,0.004,both,5.24886,0.851522,5.878051
0.67,mixed_fbm,500,250,10.0,0.004,both,5.692662,0.940136,6.462844
0.36,mixed_fbm,1000,500,0.2,0.002,both,0.132381,0.146657,1.389539
0.68,mixed_fbm,500,250,10.0,0.004,both,6.111764,1.029572,7.04538
0.69,mixed_fbm,500,250,10.0,0.004,both,6.498315,1.119442,7.619334
0.37,mixed_fbm,1000,500,0.2,0.002,both,0.090917,0.104426,1.065189
0.7,mixed_fbm,500,250,10.0,0.004,both,6.84458,1.210801,8.178017
0.71,mixed_fbm,500,250,10.0,0.004,both,7.143204,1.300538,8.714442
0.38,mixed_fbm,1000,500,0.2,0.002,both,0.061547,0.08136,0.805893
0.72,mixed_fbm,500,250,10.0,0.004,both,7.387512,1.388647,9.22143
0.73,mixed_fbm,500,250,10.0,0.004,both,7.571835,1.474638,9.691749
0.39,mixed_fbm,1000,500,0.2,0.002,both,0.040999,0.05918,0.600595
0.74,mixed_fbm,500,250,10.0,0.004,both,7.691832,1.55746,10.118281
0.75,mixed_fbm,500,250,10.0,0.004,both,7.744776,1.636482,10.494265
0.4,mixed_fbm,1000,500,0.2,0.002,both,0.026812,0.041116,0.439781
0.76,mixed_fbm,500,250,10.0,0.004,both,7.729776,1.710812,10.813392
0.41,mixed_fbm,1000,500,0.2,0.002,both,0.01716,0.026421,0.315332
0.77,mixed_fbm,500,250,10.0,0.004,both,7.647893,1.779937,11.070164
0.78,mixed_fbm,500,250,10.0,0.004,both,7.502141,1.84296,11.260014
0.42,mixed_fbm,1000,500,0.2,0.002,both,0.0107,0.019749,0.220374
0.79,mixed_fbm,500,250,10.0,0.004,both,7.297349,1.89939,11.3795
0.43,mixed_fbm,1000,500,0.2,0.002,both,0.006459,0.012925,0.14913
0.8,mixed_fbm,500,250,10.0,0.004,both,7.039913,1.948754,11.426426
0.44,mixed_fbm,1000,500,0.2,0.002,both,0.003739,0.007556,0.096751
0.45,mixed_fbm,1000,500,0.2,0.002,both,0.002045,0.00351,0.059321
0.81,mixed_fbm,500,250,10.0,0.004,both,6.737437,1.990563,11.399917
0.46,mixed_fbm,1000,500,0.2,0.002,both,0.00103,0.001951,0.033503
0.47,mixed_fbm,1000,500,0.2,0.002,both,0.000456,1.9e-05,0.016623
0.82,mixed_fbm,500,250,10.0,0.004,both,6.398324,2.024795,11.300422
0.48,mixed_fbm,1000,500,0.2,0.002,both,0.00016,7e-06,0.006514
0.49,mixed_fbm,1000,500,0.2,0.002,both,3.1e-05,2e-06,0.001435
0.5,mixed_fbm,1000,500,0.2,0.002,both,-0.0,0.0,0.0
0.83,mixed_fbm,500,250,10.0,0.004,both,6.031335,2.050952,11.129662
0.51,mixed_fbm,1000,500,0.2,0.002,both,2e-05,1e-06,-0.0
0.52,mixed_fbm,1000,500,0.2,0.002,both,6.2e-05,4e-06,0.003924
0.53,mixed_fbm,1000,500,0.2,0.002,both,0.00011,8e-06,0.007774
0.84,mixed_fbm,500,250,10.0,0.004,both,5.645177,2.068325,10.890519
0.54,mixed_fbm,1000,500,0.2,0.002,both,0.000155,1.2e-05,0.012166
0.55,mixed_fbm,1000,500,0.2,0.002,both,0.000191,1.6e-05,0.016731
0.85,mixed_fbm,500,250,10.0,0.004,both,5.248137,2.079495,10.586876
0.56,mixed_fbm,1000,500,0.2,0.002,both,0.000219,2e-05,0.021203
0.07,mixed_fbm,500,250,5.0,0.004,both,151.867798,60.725752,153.630147
0.57,mixed_fbm,1000,500,0.2,0.002,both,0.000237,2.4e-05,0.025393
0.86,mixed_fbm,500,250,10.0,0.004,both,4.8478,2.082291,10.223435
0.58,mixed_fbm,1000,500,0.2,0.002,both,0.000247,2.7e-05,0.029181
0.59,mixed_fbm,1000,500,0.2,0.002,both,0.000249,3e-05,0.032489
0.87,mixed_fbm,500,250,10.0,0.004,both,4.450846,2.076908,9.805668
0.6,mixed_fbm,1000,500,0.2,0.002,both,0.000246,3.2e-05,0.035282
0.61,mixed_fbm,1000,500,0.2,0.002,both,0.000239,3.4e-05,0.03755
0.88,mixed_fbm,500,250,10.0,0.004,both,4.062946,2.066009,9.339005
0.62,mixed_fbm,1000,500,0.2,0.002,both,0.000229,3.6e-05,0.039302
0.63,mixed_fbm,1000,500,0.2,0.002,both,0.000217,3.7e-05,0.040563
0.89,mixed_fbm,500,250,10.0,0.004,both,3.688725,2.047971,8.829428
0.64,mixed_fbm,1000,500,0.2,0.002,both,0.000204,3.9e-05,0.041368
0.65,mixed_fbm,1000,500,0.2,0.002,both,0.00019,3.9e-05,0.041756
0.08,mixed_fbm,500,250,5.0,0.004,both,139.153222,53.714594,140.698227
0.9,mixed_fbm,500,250,10.0,0.004,both,3.331806,2.02343,8.282773
0.66,mixed_fbm,1000,500,0.2,0.002,both,0.000176,4e-05,0.041772
0.67,mixed_fbm,1000,500,0.2,0.002,both,0.000163,4e-05,0.041459
0.91,mixed_fbm,500,250,10.0,0.004,both,2.994899,1.99364,7.704652
0.68,mixed_fbm,1000,500,0.2,0.002,both,0.00015,4e-05,0.040862
0.69,mixed_fbm,1000,500,0.2,0.002,both,0.000138,4e-05,0.040023
0.92,mixed_fbm,500,250,10.0,0.004,both,2.679932,1.957211,7.100273
0.7,mixed_fbm,1000,500,0.2,0.002,both,0.000127,4e-05,0.038981
0.93,mixed_fbm,500,250,10.0,0.004,both,2.388223,1.92005,6.474263
0.71,mixed_fbm,1000,500,0.2,0.002,both,0.000117,4e-05,0.037774
0.72,mixed_fbm,1000,500,0.2,0.002,both,0.000107,3.9e-05,0.036436
0.94,mixed_fbm,500,250,10.0,0.004,both,2.120682,1.877088,5.83049
0.73,mixed_fbm,1000,500,0.2,0.002,both,9.9e-05,3.9e-05,0.034998
0.95,mixed_fbm,500,250,10.0,0.004,both,1.87807,1.830644,5.171844
0.74,mixed_fbm,1000,500,0.2,0.002,both,9.1e-05,3.8e-05,0.033486
0.75,mixed_fbm,1000,500,0.2,0.002,both,8.4e-05,3.8e-05,0.031925
0.76,mixed_fbm,1000,500,0.2,0.002,both,7.8e-05,3.7e-05,-0.0
0.96,mixed_fbm,500,250,10.0,0.004,both,1.661369,1.781872,4.499951
0.77,mixed_fbm,1000,500,0.2,0.002,both,7.2e-05,3.7e-05,-0.0
0.78,mixed_fbm,1000,500,0.2,0.002,both,6.7e-05,3.6e-05,-0.0
0.79,mixed_fbm,1000,500,0.2,0.002,both,6.2e-05,3.5e-05,0.0
0.8,mixed_fbm,1000,500,0.2,0.002,both,5.8e-05,3.5e-05,0.0
0.81,mixed_fbm,1000,500,0.2,0.002,both,5.4e-05,3.4e-05,0.0
0.09,mixed_fbm,500,250,5.0,0.004,both,127.746233,47.594984,129.119198
0.82,mixed_fbm,1000,500,0.2,0.002,both,5.1e-05,3.3e-05,-0.0
0.83,mixed_fbm,1000,500,0.2,0.002,both,4.8e-05,3.2e-05,0.0
0.84,mixed_fbm,1000,500,0.2,0.002,both,4.6e-05,3.2e-05,-0.0
0.85,mixed_fbm,1000,500,0.2,0.002,both,4.3e-05,3.1e-05,0.0
0.97,mixed_fbm,500,250,10.0,0.004,both,1.472403,1.731859,3.814709
0.86,mixed_fbm,1000,500,0.2,0.002,both,4.1e-05,3e-05,0.0
0.87,mixed_fbm,1000,500,0.2,0.002,both,3.9e-05,3e-05,0.0
0.88,mixed_fbm,1000,500,0.2,0.002,both,3.7e-05,2.9e-05,0.0
0.89,mixed_fbm,1000,500,0.2,0.002,both,3.6e-05,2.8e-05,-0.0
0.9,mixed_fbm,1000,500,0.2,0.002,both,3.4e-05,2.8e-05,0.0
0.91,mixed_fbm,1000,500,0.2,0.002,both,3.3e-05,2.7e-05,-0.0
0.92,mixed_fbm,1000,500,0.2,0.002,both,3.2e-05,2.6e-05,0.0
0.93,mixed_fbm,1000,500,0.2,0.002,both,3.1e-05,2.6e-05,0.0
0.94,mixed_fbm,1000,500,0.2,0.002,both,3e-05,2.5e-05,-0.0
0.95,mixed_fbm,1000,500,0.2,0.002,both,2.9e-05,2.5e-05,-0.0
0.98,mixed_fbm,500,250,10.0,0.004,both,1.315102,1.680764,3.113451
0.96,mixed_fbm,1000,500,0.2,0.002,both,2.8e-05,2.4e-05,-0.0
0.97,mixed_fbm,1000,500,0.2,0.002,both,2.7e-05,2.4e-05,-0.0
0.98,mixed_fbm,1000,500,0.2,0.002,both,2.6e-05,2.3e-05,0.0
0.1,mixed_fbm,500,250,5.0,0.004,both,117.418482,42.220217,118.651556
0.11,mixed_fbm,500,250,5.0,0.004,both,108.002355,37.474724,109.119176
0.12,mixed_fbm,500,250,5.0,0.004,both,99.370961,33.27431,100.389416
0.13,mixed_fbm,500,250,5.0,0.004,both,91.425689,29.545691,92.359648
0.14,mixed_fbm,500,250,5.0,0.004,both,84.088153,26.231413,84.948598
0.15,mixed_fbm,500,250,5.0,0.004,both,77.294801,23.282146,78.090578
0.16,mixed_fbm,500,250,5.0,0.004,both,70.993187,20.657297,71.731535
0.17,mixed_fbm,500,250,5.0,0.004,both,65.139337,18.319046,65.826259
0.18,mixed_fbm,500,250,5.0,0.004,both,59.695855,16.235854,60.336384
0.19,mixed_fbm,500,250,5.0,0.004,both,54.63052,14.379616,55.22892
0.2,mixed_fbm,500,250,5.0,0.004,both,49.915247,12.725415,50.47516
0.02,mixed_fbm,750,375,1.0,0.002667,both,289.48263,149.882755,270.279198
0.21,mixed_fbm,500,250,5.0,0.004,both,45.525299,11.251108,46.049857
0.22,mixed_fbm,500,250,5.0,0.004,both,41.438678,9.936773,41.930588
0.23,mixed_fbm,500,250,5.0,0.004,both,37.635658,8.764999,38.097271
0.24,mixed_fbm,500,250,5.0,0.004,both,34.098422,7.719971,34.531785
0.25,mixed_fbm,500,250,5.0,0.004,both,30.810768,6.788751,31.217665
0.26,mixed_fbm,500,250,5.0,0.004,both,27.757881,5.958072,28.139865
0.27,mixed_fbm,500,250,5.0,0.004,both,24.926146,5.217992,25.28457
0.28,mixed_fbm,500,250,5.0,0.004,both,22.302996,4.557925,22.639032
0.29,mixed_fbm,500,250,5.0,0.004,both,19.876792,3.970462,20.191453
0.3,mixed_fbm,500,250,5.0,0.004,both,17.636719,3.447063,17.930872
0.31,mixed_fbm,500,250,5.0,0.004,both,15.572699,2.981011,15.847082
0.32,mixed_fbm,500,250,5.0,0.004,both,13.67532,2.566939,13.930554
0.33,mixed_fbm,500,250,5.0,0.004,both,11.935772,2.199982,12.172376
0.34,mixed_fbm,500,250,5.0,0.004,both,10.345795,1.874037,10.564197
0.35,mixed_fbm,500,250,5.0,0.004,both,8.89763,1.585647,9.098182
0.36,mixed_fbm,500,250,5.0,0.004,both,7.583972,1.331124,7.766966
0.37,mixed_fbm,500,250,5.0,0.004,both,6.397937,1.107189,6.563618
0.38,mixed_fbm,500,250,5.0,0.004,both,5.333019,0.910932,5.481611
0.39,mixed_fbm,500,250,5.0,0.004,both,4.383059,0.739764,4.51478
0.4,mixed_fbm,500,250,5.0,0.004,both,3.542205,0.591381,3.657302
0.41,mixed_fbm,500,250,5.0,0.004,both,2.804886,0.46373,2.90366
0.42,mixed_fbm,500,250,5.0,0.004,both,2.165771,0.354979,2.248619
0.43,mixed_fbm,500,250,5.0,0.004,both,1.619737,0.263491,1.687196
0.44,mixed_fbm,500,250,5.0,0.004,both,1.161836,0.187802,1.214634
0.45,mixed_fbm,500,250,5.0,0.004,both,0.787253,0.126596,0.826372
0.46,mixed_fbm,500,250,5.0,0.004,both,0.491269,0.078687,0.518017
0.47,mixed_fbm,500,250,5.0,0.004,both,0.269222,0.043006,0.285316
0.48,mixed_fbm,500,250,5.0,0.004,both,0.116463,0.018578,0.124121
0.49,mixed_fbm,500,250,5.0,0.004,both,0.028308,0.004516,0.03036
0.5,mixed_fbm,500,250,5.0,0.004,both,0.0,0.0,0.0
0.51,mixed_fbm,500,250,5.0,0.004,both,0.026656,0.004271,0.029014
0.52,mixed_fbm,500,250,5.0,0.004,both,0.103227,0.016617,0.113341
0.53,mixed_fbm,500,250,5.0,0.004,both,0.224456,0.036362,0.248851
0.54,mixed_fbm,500,250,5.0,0.004,both,0.384845,0.062859,0.431305
0.55,mixed_fbm,500,250,5.0,0.004,both,0.578629,0.095478,0.656319
0.56,mixed_fbm,500,250,5.0,0.004,both,0.799767,0.133602,0.91933
0.57,mixed_fbm,500,250,5.0,0.004,both,1.041954,0.176616,1.215573
0.58,mixed_fbm,500,250,5.0,0.004,both,1.298652,0.223904,1.540047
0.59,mixed_fbm,500,250,5.0,0.004,both,1.563151,0.274843,1.887516
0.6,mixed_fbm,500,250,5.0,0.004,both,1.828669,0.328801,2.25251
0.61,mixed_fbm,500,250,5.0,0.004,both,2.088479,0.385135,2.629343
0.62,mixed_fbm,500,250,5.0,0.004,both,2.336065,0.443192,3.012154
0.63,mixed_fbm,500,250,5.0,0.004,both,2.565312,0.502313,3.39497
0.64,mixed_fbm,500,250,5.0,0.004,both,2.770708,0.561836,3.771812
0.65,mixed_fbm,500,250,5.0,0.004,both,2.94754,0.621106,4.13674
0.66,mixed_fbm,500,250,5.0,0.004,both,3.092082,0.679483,4.484046
0.67,mixed_fbm,500,250,5.0,0.004,both,3.201738,0.736349,4.808351
0.68,mixed_fbm,500,250,5.0,0.004,both,3.275137,0.790988,5.104747
0.69,mixed_fbm,500,250,5.0,0.004,both,3.312157,0.843129,5.368929
0.7,mixed_fbm,500,250,5.0,0.004,both,3.313875,0.891455,5.597304
0.71,mixed_fbm,500,250,5.0,0.004,both,3.282452,0.937667,5.787085
0.72,mixed_fbm,500,250,5.0,0.004,both,3.220954,0.979426,5.936345
0.73,mixed_fbm,500,250,5.0,0.004,both,3.133132,1.017081,6.044036
0.74,mixed_fbm,500,250,5.0,0.004,both,3.023184,1.050468,6.109977
0.75,mixed_fbm,500,250,5.0,0.004,both,2.895515,1.079714,6.134803
0.76,mixed_fbm,500,250,5.0,0.004,both,2.754517,1.104271,6.12001
0.77,mixed_fbm,500,250,5.0,0.004,both,2.604385,1.125046,6.067419
0.78,mixed_fbm,500,250,5.0,0.004,both,2.448973,1.141335,5.979651
0.79,mixed_fbm,500,250,5.0,0.004,both,2.291698,1.153826,5.859651
0.8,mixed_fbm,500,250,5.0,0.004,both,2.13548,1.162323,5.710648
0.81,mixed_fbm,500,250,5.0,0.004,both,1.982733,1.167812,5.536045
0.82,mixed_fbm,500,250,5.0,0.004,both,1.835366,1.169749,5.339313
0.83,mixed_fbm,500,250,5.0,0.004,both,1.694829,1.168827,5.123903
0.84,mixed_fbm,500,250,5.0,0.004,both,1.562153,1.165192,4.89317
0.85,mixed_fbm,500,250,5.0,0.004,both,1.438014,1.159318,4.650312
0.86,mixed_fbm,500,250,5.0,0.004,both,1.322787,1.150533,4.398325
0.87,mixed_fbm,500,250,5.0,0.004,both,1.216609,1.141373,4.139971
0.88,mixed_fbm,500,250,5.0,0.004,both,1.119429,1.130144,3.877752
0.89,mixed_fbm,500,250,5.0,0.004,both,1.031064,1.117852,3.613905
0.9,mixed_fbm,500,250,5.0,0.004,both,0.951234,1.104176,3.350394
0.91,mixed_fbm,500,250,5.0,0.004,both,0.879608,1.088303,3.088916
0.92,mixed_fbm,500,250,5.0,0.004,both,0.815829,1.073497,2.830905
0.93,mixed_fbm,500,250,5.0,0.004,both,0.75955,1.054572,2.577549
0.94,mixed_fbm,500,250,5.0,0.004,both,0.710449,1.045743,2.3298
0.95,mixed_fbm,500,250,5.0,0.004,both,0.668261,1.030631,2.088389
0.96,mixed_fbm,500,250,5.0,0.004,both,0.632797,1.015064,1.853861
0.97,mixed_fbm,500,250,5.0,0.004,both,0.603969,1.004342,1.626514
0.98,mixed_fbm,500,250,5.0,0.004,both,0.581825,0.99113,1.406565
0.02,mixed_fbm,1250,625,0.2,0.0016,both,212.19616,143.233851,328.693305
0.03,mixed_fbm,1250,625,0.2,0.0016,both,190.959154,119.749096,295.025963
0.02,mixed_fbm,750,375,5.0,0.002667,both,404.653899,186.206696,352.532016
0.04,mixed_fbm,1250,625,0.2,0.0016,both,171.62403,100.971875,265.981514
0.05,mixed_fbm,1250,625,0.2,0.0016,both,153.953978,85.604938,240.310588
0.06,mixed_fbm,1250,625,0.2,0.0016,both,137.767669,72.823533,217.289951
0.01,mixed_fbm,1000,500,1.0,0.002,both,457.350135,244.56287,400.231867
0.07,mixed_fbm,1250,625,0.2,0.0016,both,122.922871,62.072148,196.451921
0.08,mixed_fbm,1250,625,0.2,0.0016,both,109.305558,52.957584,177.471674
0.09,mixed_fbm,1250,625,0.2,0.0016,both,96.822422,45.18726,160.111828
0.1,mixed_fbm,1250,625,0.2,0.0016,both,85.395526,38.537573,144.192156
0.01,mixed_fbm,1000,500,10.0,0.002,both,686.051081,315.43591,547.208072
0.11,mixed_fbm,1250,625,0.2,0.0016,both,74.958378,32.832734,129.571475
0.12,mixed_fbm,1250,625,0.2,0.0016,both,65.45296,27.930239,116.136239
0.03,mixed_fbm,750,375,1.0,0.002667,both,262.044565,128.209377,247.088457
0.13,mixed_fbm,1250,625,0.2,0.0016,both,56.827393,23.714539,103.793016
0.14,mixed_fbm,1250,625,0.2,0.0016,both,49.034086,20.088613,92.463182
0.15,mixed_fbm,1250,625,0.2,0.0016,both,42.02822,16.971866,82.079242
0.16,mixed_fbm,1250,625,0.2,0.0016,both,35.766517,14.295519,72.582019
0.17,mixed_fbm,1250,625,0.2,0.0016,both,30.206251,12.002246,63.918539
0.02,mixed_fbm,750,375,10.0,0.002667,both,416.818459,188.11928,408.143866
0.18,mixed_fbm,1250,625,0.2,0.0016,both,25.304484,10.040382,56.040379
0.19,mixed_fbm,1250,625,0.2,0.0016,both,21.017537,8.366543,48.90236
0.2,mixed_fbm,1250,625,0.2,0.0016,both,17.300696,6.94342,42.461508
0.21,mixed_fbm,1250,625,0.2,0.0016,both,14.108164,5.73692,36.676247
0.22,mixed_fbm,1250,625,0.2,0.0016,both,11.393247,4.718493,31.505761
0.23,mixed_fbm,1250,625,0.2,0.0016,both,9.108766,3.861886,26.909644
0.24,mixed_fbm,1250,625,0.2,0.0016,both,7.207641,3.14729,22.847741
0.25,mixed_fbm,1250,625,0.2,0.0016,both,5.643619,2.551527,19.279537
0.26,mixed_fbm,1250,625,0.2,0.0016,both,4.37204,2.055517,16.165393
0.27,mixed_fbm,1250,625,0.2,0.0016,both,3.350604,1.650672,13.464746
0.28,mixed_fbm,1250,625,0.2,0.0016,both,2.54004,1.31727,11.139823
0.29,mixed_fbm,1250,625,0.2,0.0016,both,1.904637,1.045874,9.151499
0.3,mixed_fbm,1250,625,0.2,0.0016,both,1.412589,0.825244,7.463288
0.31,mixed_fbm,1250,625,0.2,0.0016,both,1.036148,0.646402,6.040299
0.32,mixed_fbm,1250,625,0.2,0.0016,both,0.751593,0.503108,4.849697
0.33,mixed_fbm,1250,625,0.2,0.0016,both,0.539039,0.389807,3.86084
0.34,mixed_fbm,1250,625,0.2,0.0016,both,0.38213,0.298572,3.046174
0.35,mixed_fbm,1250,625,0.2,0.0016,both,0.267652,0.226944,2.380077
0.36,mixed_fbm,1250,625,0.2,0.0016,both,0.185109,0.171002,1.839919
0.37,mixed_fbm,1250,625,0.2,0.0016,both,0.1263,0.126961,1.405651
0.38,mixed_fbm,1250,625,0.2,0.0016,both,0.084913,0.094074,1.059703
0.39,mixed_fbm,1250,625,0.2,0.0016,both,0.056158,0.067176,0.786839
0.4,mixed_fbm,1250,625,0.2,0.0016,both,0.036453,0.048214,0.573966
0.41,mixed_fbm,1250,625,0.2,0.0016,both,0.023151,0.033519,0.409939
0.42,mixed_fbm,1250,625,0.2,0.0016,both,0.014322,0.022055,0.285347
0.43,mixed_fbm,1250,625,0.2,0.0016,both,0.008576,0.0134,0.192221
0.44,mixed_fbm,1250,625,0.2,0.0016,both,0.004924,3.8e-05,0.124248
0.45,mixed_fbm,1250,625,0.2,0.0016,both,0.00267,0.003869,0.075862
0.46,mixed_fbm,1250,625,0.2,0.0016,both,0.001334,4.4e-05,0.042663
0.47,mixed_fbm,1250,625,0.2,0.0016,both,0.000586,2.1e-05,0.021077
0.48,mixed_fbm,1250,625,0.2,0.0016,both,0.000203,8e-06,0.008224
0.49,mixed_fbm,1250,625,0.2,0.0016,both,4e-05,2e-06,0.001804
0.5,mixed_fbm,1250,625,0.2,0.0016,both,0.0,0.0,0.0
0.51,mixed_fbm,1250,625,0.2,0.0016,both,2.4e-05,1e-06,0.0
0.52,mixed_fbm,1250,625,0.2,0.0016,both,7.6e-05,4e-06,0.004868
0.53,mixed_fbm,1250,625,0.2,0.0016,both,0.000134,8e-06,0.009601
0.54,mixed_fbm,1250,625,0.2,0.0016,both,0.000187,1.2e-05,0.014959
0.55,mixed_fbm,1250,625,0.2,0.0016,both,0.000229,1.7e-05,0.020481
0.56,mixed_fbm,1250,625,0.2,0.0016,both,0.00026,2.1e-05,0.02584
0.57,mixed_fbm,1250,625,0.2,0.0016,both,0.000279,2.5e-05,0.030809
0.58,mixed_fbm,1250,625,0.2,0.0016,both,0.000288,2.8e-05,0.035246
0.59,mixed_fbm,1250,625,0.2,0.0016,both,0.000289,3.1e-05,0.039068
0.6,mixed_fbm,1250,625,0.2,0.0016,both,0.000283,3.3e-05,0.042236
0.61,mixed_fbm,1250,625,0.2,0.0016,both,0.000273,3.6e-05,0.044749
0.62,mixed_fbm,1250,625,0.2,0.0016,both,0.000259,3.7e-05,0.046628
0.63,mixed_fbm,1250,625,0.2,0.0016,both,0.000243,3.9e-05,0.047908
0.64,mixed_fbm,1250,625,0.2,0.0016,both,0.000227,4e-05,0.04864
0.65,mixed_fbm,1250,625,0.2,0.0016,both,0.00021,4e-05,0.048876
0.66,mixed_fbm,1250,625,0.2,0.0016,both,0.000193,4.1e-05,0.048674
0.67,mixed_fbm,1250,625,0.2,0.0016,both,0.000177,4.1e-05,0.048092
0.68,mixed_fbm,1250,625,0.2,0.0016,both,0.000162,4.1e-05,0.047184
0.69,mixed_fbm,1250,625,0.2,0.0016,both,0.000148,4.1e-05,0.046005
0.7,mixed_fbm,1250,625,0.2,0.0016,both,0.000135,4.1e-05,0.044603
0.71,mixed_fbm,1250,625,0.2,0.0016,both,0.000124,4e-05,0.043023
0.72,mixed_fbm,1250,625,0.2,0.0016,both,0.000113,4e-05,0.0
0.73,mixed_fbm,1250,625,0.2,0.0016,both,0.000103,3.9e-05,0.0
0.74,mixed_fbm,1250,625,0.2,0.0016,both,9.5e-05,3.9e-05,0.0
0.75,mixed_fbm,1250,625,0.2,0.0016,both,8.7e-05,3.8e-05,-0.0
0.76,mixed_fbm,1250,625,0.2,0.0016,both,8e-05,3.8e-05,0.0
0.77,mixed_fbm,1250,625,0.2,0.0016,both,7.4e-05,3.7e-05,-0.0
0.78,mixed_fbm,1250,625,0.2,0.0016,both,6.8e-05,3.6e-05,0.0
0.79,mixed_fbm,1250,625,0.2,0.0016,both,6.4e-05,3.6e-05,0.0
0.8,mixed_fbm,1250,625,0.2,0.0016,both,5.9e-05,3.5e-05,0.0
0.81,mixed_fbm,1250,625,0.2,0.0016,both,5.5e-05,3.4e-05,-0.0
0.82,mixed_fbm,1250,625,0.2,0.0016,both,5.2e-05,3.3e-05,0.0
0.83,mixed_fbm,1250,625,0.2,0.0016,both,4.9e-05,3.3e-05,0.0
0.84,mixed_fbm,1250,625,0.2,0.0016,both,4.6e-05,3.2e-05,-0.0
0.85,mixed_fbm,1250,625,0.2,0.0016,both,4.4e-05,3.1e-05,-0.0
0.86,mixed_fbm,1250,625,0.2,0.0016,both,4.1e-05,3e-05,-0.0
0.87,mixed_fbm,1250,625,0.2,0.0016,both,3.9e-05,3e-05,0.0
0.88,mixed_fbm,1250,625,0.2,0.0016,both,3.8e-05,2.9e-05,0.0
0.89,mixed_fbm,1250,625,0.2,0.0016,both,3.6e-05,2.8e-05,-0.0
0.9,mixed_fbm,1250,625,0.2,0.0016,both,3.4e-05,2.8e-05,-0.0
0.91,mixed_fbm,1250,625,0.2,0.0016,both,3.3e-05,2.7e-05,0.0
0.92,mixed_fbm,1250,625,0.2,0.0016,both,3.2e-05,2.6e-05,-0.0
0.93,mixed_fbm,1250,625,0.2,0.0016,both,3.1e-05,2.6e-05,0.0
0.94,mixed_fbm,1250,625,0.2,0.0016,both,3e-05,2.5e-05,0.0
0.95,mixed_fbm,1250,625,0.2,0.0016,both,2.9e-05,2.5e-05,-0.0
0.96,mixed_fbm,1250,625,0.2,0.0016,both,2.8e-05,2.4e-05,0.0
0.97,mixed_fbm,1250,625,0.2,0.0016,both,2.7e-05,2.4e-05,-0.0
0.98,mixed_fbm,1250,625,0.2,0.0016,both,2.6e-05,2.3e-05,0.0
0.03,mixed_fbm,750,375,5.0,0.002667,both,355.774453,156.295589,336.120464
0.01,mixed_fbm,1000,500,5.0,0.002,both,657.952545,311.935341,507.726587
0.01,mixed_fbm,1250,625,1.0,0.0016,both,597.356946,309.585931,504.086734
0.04,mixed_fbm,750,375,1.0,0.002667,both,238.576125,111.107331,226.199696
0.01,mixed_fbm,1500,750,0.2,0.001333,both,305.741828,216.402674,468.043065
0.03,mixed_fbm,750,375,10.0,0.002667,both,364.243822,157.562291,362.515934
0.04,mixed_fbm,750,375,5.0,0.002667,both,318.042013,133.907885,322.344713
0.01,mixed_fbm,1250,625,5.0,0.0016,both,844.343605,391.21283,642.749433
0.05,mixed_fbm,750,375,1.0,0.002667,both,218.011306,96.984335,207.249901
0.01,mixed_fbm,1250,625,10.0,0.0016,both,879.111194,396.570603,638.374974
