H,model,n,N,alpha,delta_t,strategy,value_sum,value_markovian,value_full
0.46,mixed_fbm,1000,500,5.0,0.002,both,0.99601,0.106501,
0.15,mixed_fbm,1250,625,5.0,0.0016,both,207.491792,47.695675,
0.44,mixed_fbm,1000,500,1.0,0.002,both,0.623851,0.125653,
0.4,mixed_fbm,1250,625,0.2,0.0016,both,0.036453,0.048214,
0.47,mixed_fbm,1000,500,5.0,0.002,both,0.544958,0.057835,
0.6,mixed_fbm,1000,500,10.0,0.002,both,4.882692,0.499424,
0.48,mixed_fbm,1000,500,5.0,0.002,both,0.235317,0.024842,
0.29,mixed_fbm,1500,750,0.2,0.001333,both,2.566098,1.216797,
0.49,mixed_fbm,1000,500,5.0,0.002,both,0.057079,0.005904,
0.74,mixed_fbm,750,375,10.0,0.002667,both,10.470596,1.79227,
0.45,mixed_fbm,1000,500,1.0,0.002,both,0.380408,0.080494,
0.5,mixed_fbm,1000,500,5.0,0.002,both,0.0,-0.0,
0.24,mixed_fbm,1250,625,10.0,0.0016,both,90.938067,13.875426,
0.51,mixed_fbm,1000,500,5.0,0.002,both,0.053471,0.005544,
0.41,mixed_fbm,1250,625,0.2,0.0016,both,0.023151,0.033519,
0.61,mixed_fbm,1000,500,10.0,0.002,both,5.726983,0.591512,
0.52,mixed_fbm,1000,500,5.0,0.002,both,0.206405,0.021892,
0.46,mixed_fbm,1000,500,1.0,0.002,both,0.212275,0.047343,
0.53,mixed_fbm,1000,500,5.0,0.002,both,0.447128,0.047767,
0.47,mixed_fbm,1000,500,1.0,0.002,both,0.103387,0.024054,
0.42,mixed_fbm,1250,625,0.2,0.0016,both,0.014322,0.022055,
0.23,mixed_fbm,750,375,5.0,0.002667,both,57.943348,11.444033,
0.48,mixed_fbm,1000,500,1.0,0.002,both,0.039516,0.009678,
0.3,mixed_fbm,1500,750,0.2,0.001333,both,1.899262,0.953152,
0.54,mixed_fbm,1000,500,5.0,0.002,both,0.763294,0.083265,
0.62,mixed_fbm,1000,500,10.0,0.002,both,6.591867,0.689222,
0.49,mixed_fbm,1000,500,1.0,0.002,both,0.00844,0.001965,
0.43,mixed_fbm,1250,625,0.2,0.0016,both,0.008576,0.0134,
0.5,mixed_fbm,1000,500,1.0,0.002,both,0.0,-0.0,
0.44,mixed_fbm,1250,625,0.2,0.0016,both,0.004924,3.8e-05,
0.75,mixed_fbm,750,375,10.0,0.002667,both,10.413377,1.875058,
0.51,mixed_fbm,1000,500,1.0,0.002,both,0.006049,0.001543,
0.45,mixed_fbm,1250,625,0.2,0.0016,both,0.00267,0.003869,
0.55,mixed_fbm,1000,500,5.0,0.002,both,1.141838,0.126236,
0.15,mixed_fbm,1500,750,10.0,0.001333,both,254.621334,55.098326,
0.52,mixed_fbm,1000,500,1.0,0.002,both,0.020314,0.006609,
0.46,mixed_fbm,1250,625,0.2,0.0016,both,0.001334,4.4e-05,
0.25,mixed_fbm,1250,625,10.0,0.0016,both,82.051975,12.047459,
0.47,mixed_fbm,1250,625,0.2,0.0016,both,0.000586,2.1e-05,
0.48,mixed_fbm,1250,625,0.2,0.0016,both,0.000203,8e-06,
0.63,mixed_fbm,1000,500,10.0,0.002,both,7.463179,0.792117,
0.53,mixed_fbm,1000,500,1.0,0.002,both,0.038183,0.013861,
0.49,mixed_fbm,1250,625,0.2,0.0016,both,4e-05,2e-06,
0.56,mixed_fbm,1000,500,5.0,0.002,both,1.568974,0.17633,
0.5,mixed_fbm,1250,625,0.2,0.0016,both,0.0,-0.0,
0.51,mixed_fbm,1250,625,0.2,0.0016,both,2.4e-05,1e-06,
0.52,mixed_fbm,1250,625,0.2,0.0016,both,7.6e-05,4e-06,
0.54,mixed_fbm,1000,500,1.0,0.002,both,0.056458,0.022814,
0.53,mixed_fbm,1250,625,0.2,0.0016,both,0.000134,8e-06,
0.54,mixed_fbm,1250,625,0.2,0.0016,both,0.000187,1.2e-05,
0.64,mixed_fbm,1000,500,10.0,0.002,both,8.325669,0.898282,
0.55,mixed_fbm,1000,500,1.0,0.002,both,0.073086,0.032451,
0.55,mixed_fbm,1250,625,0.2,0.0016,both,0.000229,1.7e-05,
0.31,mixed_fbm,1500,750,0.2,0.001333,both,1.389522,0.748883,
0.57,mixed_fbm,1000,500,5.0,0.002,both,2.030265,0.232587,
0.76,mixed_fbm,750,375,10.0,0.002667,both,10.257838,1.950885,
0.56,mixed_fbm,1250,625,0.2,0.0016,both,0.00026,2.1e-05,
0.57,mixed_fbm,1250,625,0.2,0.0016,both,0.000279,2.5e-05,
0.26,mixed_fbm,1250,625,10.0,0.0016,both,73.826576,10.446062,
0.56,mixed_fbm,1000,500,1.0,0.002,both,0.086902,0.042929,
0.58,mixed_fbm,1250,625,0.2,0.0016,both,0.000288,2.8e-05,
0.59,mixed_fbm,1250,625,0.2,0.0016,both,0.000289,3.1e-05,
0.58,mixed_fbm,1000,500,5.0,0.002,both,2.510768,0.294154,
0.65,mixed_fbm,1000,500,10.0,0.002,both,9.163124,1.005555,
0.6,mixed_fbm,1250,625,0.2,0.0016,both,0.000283,3.3e-05,
0.61,mixed_fbm,1250,625,0.2,0.0016,both,0.000273,3.6e-05,
0.16,mixed_fbm,1250,625,5.0,0.0016,both,190.108029,41.608775,
0.62,mixed_fbm,1250,625,0.2,0.0016,both,0.000259,3.7e-05,
0.57,mixed_fbm,1000,500,1.0,0.002,both,0.097397,0.052828,
0.63,mixed_fbm,1250,625,0.2,0.0016,both,0.000243,3.9e-05,
0.64,mixed_fbm,1250,625,0.2,0.0016,both,0.000227,4e-05,
0.16,mixed_fbm,1500,750,10.0,0.001333,both,233.198576,47.91088,
0.65,mixed_fbm,1250,625,0.2,0.0016,both,0.00021,4e-05,
0.59,mixed_fbm,1000,500,5.0,0.002,both,2.995283,0.359456,
0.66,mixed_fbm,1250,625,0.2,0.0016,both,0.000193,4.1e-05,
0.77,mixed_fbm,750,375,10.0,0.002667,both,10.010172,2.018203,
0.67,mixed_fbm,1250,625,0.2,0.0016,both,0.000177,4.1e-05,
0.66,mixed_fbm,1000,500,10.0,0.002,both,9.958593,1.117837,
0.68,mixed_fbm,1250,625,0.2,0.0016,both,0.000162,4.1e-05,
0.58,mixed_fbm,1000,500,1.0,0.002,both,0.104513,0.063327,
0.69,mixed_fbm,1250,625,0.2,0.0016,both,0.000148,4.1e-05,
0.7,mixed_fbm,1250,625,0.2,0.0016,both,0.000135,4.1e-05,
0.32,mixed_fbm,1500,750,0.2,0.001333,both,1.004789,0.580911,
0.6,mixed_fbm,1000,500,5.0,0.002,both,3.468691,0.429362,
0.71,mixed_fbm,1250,625,0.2,0.0016,both,0.000124,4e-05,
0.72,mixed_fbm,1250,625,0.2,0.0016,both,0.000113,4e-05,
0.73,mixed_fbm,1250,625,0.2,0.0016,both,0.000103,3.9e-05,
0.27,mixed_fbm,1250,625,10.0,0.0016,both,66.220223,9.042569,
0.74,mixed_fbm,1250,625,0.2,0.0016,both,9.5e-05,3.9e-05,
0.12,mixed_fbm,1500,750,5.0,0.001333,both,326.630839,83.398901,
0.1,mixed_fbm,1500,750,1.0,0.001333,both,314.926932,94.40368,
0.59,mixed_fbm,1000,500,1.0,0.002,both,0.108485,0.072912,
0.08,mixed_fbm,1250,625,1.0,0.0016,both,304.092817,105.516307,
0.75,mixed_fbm,1250,625,0.2,0.0016,both,8.7e-05,3.8e-05,
0.61,mixed_fbm,1000,500,5.0,0.002,both,3.916391,0.50005,
0.76,mixed_fbm,1250,625,0.2,0.0016,both,8e-05,3.8e-05,
0.67,mixed_fbm,1000,500,10.0,0.002,both,10.694758,1.230772,
0.77,mixed_fbm,1250,625,0.2,0.0016,both,7.4e-05,3.7e-05,
0.78,mixed_fbm,1250,625,0.2,0.0016,both,6.8e-05,3.6e-05,
0.78,mixed_fbm,750,375,10.0,0.002667,both,9.67939,2.078122,
0.79,mixed_fbm,1250,625,0.2,0.0016,both,6.4e-05,3.6e-05,
0.6,mixed_fbm,1000,500,1.0,0.002,both,0.109715,0.082052,
0.8,mixed_fbm,1250,625,0.2,0.0016,both,5.9e-05,3.5e-05,
0.81,mixed_fbm,1250,625,0.2,0.0016,both,5.5e-05,3.4e-05,
0.82,mixed_fbm,1250,625,0.2,0.0016,both,5.2e-05,3.3e-05,
0.83,mixed_fbm,1250,625,0.2,0.0016,both,4.9e-05,3.3e-05,
0.62,mixed_fbm,1000,500,5.0,0.002,both,4.324818,0.573547,
0.84,mixed_fbm,1250,625,0.2,0.0016,both,4.6e-05,3.2e-05,
0.61,mixed_fbm,1000,500,1.0,0.002,both,0.108675,0.089946,
0.33,mixed_fbm,1500,750,0.2,0.001333,both,0.718036,0.447411,
0.85,mixed_fbm,1250,625,0.2,0.0016,both,4.4e-05,3.1e-05,
0.86,mixed_fbm,1250,625,0.2,0.0016,both,4.1e-05,3e-05,
0.87,mixed_fbm,1250,625,0.2,0.0016,both,3.9e-05,3e-05,
0.88,mixed_fbm,1250,625,0.2,0.0016,both,3.8e-05,2.9e-05,
0.28,mixed_fbm,1250,625,10.0,0.0016,both,59.194529,7.812565,
0.17,mixed_fbm,1500,750,10.0,0.001333,both,213.379038,41.654067,
0.89,mixed_fbm,1250,625,0.2,0.0016,both,3.6e-05,2.8e-05,
0.68,mixed_fbm,1000,500,10.0,0.002,both,11.354439,1.344518,
0.9,mixed_fbm,1250,625,0.2,0.0016,both,3.4e-05,2.8e-05,
0.63,mixed_fbm,1000,500,5.0,0.002,both,4.681985,0.646483,
0.62,mixed_fbm,1000,500,1.0,0.002,both,0.105854,0.097984,
0.91,mixed_fbm,1250,625,0.2,0.0016,both,3.3e-05,2.7e-05,
0.79,mixed_fbm,750,375,10.0,0.002667,both,9.27677,2.130878,
0.92,mixed_fbm,1250,625,0.2,0.0016,both,3.2e-05,2.6e-05,
0.93,mixed_fbm,1250,625,0.2,0.0016,both,3.1e-05,2.6e-05,
0.64,mixed_fbm,1000,500,5.0,0.002,both,4.978031,0.716895,
0.69,mixed_fbm,1000,500,10.0,0.002,both,11.92125,1.455468,
0.94,mixed_fbm,1250,625,0.2,0.0016,both,3e-05,2.5e-05,
0.34,mixed_fbm,1500,750,0.2,0.001333,both,0.506957,0.341149,
0.95,mixed_fbm,1250,625,0.2,0.0016,both,2.9e-05,2.5e-05,
0.17,mixed_fbm,1250,625,5.0,0.0016,both,174.008867,36.289986,
0.63,mixed_fbm,1000,500,1.0,0.002,both,0.101708,0.105102,
0.96,mixed_fbm,1250,625,0.2,0.0016,both,2.8e-05,2.4e-05,
0.29,mixed_fbm,1250,625,10.0,0.0016,both,52.714018,6.733607,
0.97,mixed_fbm,1250,625,0.2,0.0016,both,2.7e-05,2.4e-05,
0.98,mixed_fbm,1250,625,0.2,0.0016,both,2.6e-05,2.3e-05,
0.65,mixed_fbm,1000,500,5.0,0.002,both,5.205681,0.789776,
0.7,mixed_fbm,1000,500,10.0,0.002,both,12.380372,1.567471,
0.64,mixed_fbm,1000,500,1.0,0.002,both,0.096643,0.109546,
0.24,mixed_fbm,750,375,5.0,0.002667,both,52.445746,10.020526,
0.8,mixed_fbm,750,375,10.0,0.002667,both,8.815174,2.173122,
0.18,mixed_fbm,1500,750,10.0,0.001333,both,195.02468,36.206929,
0.66,mixed_fbm,1000,500,5.0,0.002,both,5.360586,0.858147,
0.35,mixed_fbm,1500,750,0.2,0.001333,both,0.353492,0.258922,
0.65,mixed_fbm,1000,500,1.0,0.002,both,0.091004,0.116262,
0.71,mixed_fbm,1000,500,10.0,0.002,both,12.719382,1.675085,
0.3,mixed_fbm,1250,625,10.0,0.0016,both,46.745824,5.788774,
0.81,mixed_fbm,750,375,10.0,0.002667,both,8.308295,2.205872,
0.66,mixed_fbm,1000,500,1.0,0.002,both,0.085072,0.120167,
0.25,mixed_fbm,750,375,5.0,0.002667,both,47.343739,8.761546,
0.67,mixed_fbm,1000,500,5.0,0.002,both,5.441472,0.923435,
0.36,mixed_fbm,1500,750,0.2,0.001333,both,0.243287,0.189898,
0.72,mixed_fbm,1000,500,10.0,0.002,both,12.929084,1.778168,
0.67,mixed_fbm,1000,500,1.0,0.002,both,0.079067,0.123899,
0.31,mixed_fbm,1250,625,10.0,0.0016,both,41.259445,4.960005,
0.82,mixed_fbm,750,375,10.0,0.002667,both,7.769907,2.22957,
0.68,mixed_fbm,1000,500,5.0,0.002,both,5.450084,0.984022,
0.37,mixed_fbm,1500,750,0.2,0.001333,both,0.16513,0.143758,
0.19,mixed_fbm,1500,750,10.0,0.001333,both,178.016072,31.464803,
0.26,mixed_fbm,750,375,5.0,0.002667,both,42.613091,7.647707,
0.18,mixed_fbm,1250,625,5.0,0.0016,both,159.085449,31.642016,
0.68,mixed_fbm,1000,500,1.0,0.002,both,0.073156,0.127015,
0.73,mixed_fbm,1000,500,10.0,0.002,both,13.004227,1.874464,
0.83,mixed_fbm,750,375,10.0,0.002667,both,7.21321,2.243237,
0.69,mixed_fbm,1000,500,5.0,0.002,both,5.390912,1.040183,
0.13,mixed_fbm,1500,750,5.0,0.001333,both,299.629045,72.531333,
0.11,mixed_fbm,1500,750,1.0,0.001333,both,288.718263,82.130158,
0.69,mixed_fbm,1000,500,1.0,0.002,both,0.067459,0.128123,
0.32,mixed_fbm,1250,625,10.0,0.0016,both,36.226529,4.233758,
0.38,mixed_fbm,1500,750,0.2,0.001333,both,0.110406,0.105436,
0.74,mixed_fbm,1000,500,10.0,0.002,both,12.944013,1.966881,
0.7,mixed_fbm,1000,500,5.0,0.002,both,5.270734,1.088624,
0.7,mixed_fbm,1000,500,1.0,0.002,both,0.062057,0.130783,
0.27,mixed_fbm,750,375,5.0,0.002667,both,38.231519,6.662442,
0.39,mixed_fbm,1500,750,0.2,0.001333,both,0.072596,0.072386,
0.84,mixed_fbm,750,375,10.0,0.002667,both,6.650295,2.249236,
0.33,mixed_fbm,1250,625,10.0,0.0016,both,31.620687,3.597729,
0.71,mixed_fbm,1000,500,1.0,0.002,both,0.057002,0.133305,
0.4,mixed_fbm,1500,750,0.2,0.001333,both,0.046839,0.050074,
0.71,mixed_fbm,1000,500,5.0,0.002,both,5.098027,1.134088,
0.2,mixed_fbm,1500,750,10.0,0.001333,both,162.248637,27.335767,
0.75,mixed_fbm,1000,500,10.0,0.002,both,12.752315,2.050833,
0.72,mixed_fbm,1000,500,1.0,0.002,both,0.052321,0.133731,
0.41,mixed_fbm,1500,750,0.2,0.001333,both,0.029562,0.035998,
0.85,mixed_fbm,750,375,10.0,0.002667,both,6.091768,2.245614,
0.19,mixed_fbm,1250,625,5.0,0.0016,both,145.24349,27.579911,
0.72,mixed_fbm,1000,500,5.0,0.002,both,4.882318,1.175105,
0.28,mixed_fbm,750,375,5.0,0.002667,both,34.178466,5.790823,
0.09,mixed_fbm,1250,625,1.0,0.0016,both,278.942706,92.106674,
0.73,mixed_fbm,1000,500,1.0,0.002,both,0.048024,0.133537,
0.34,mixed_fbm,1250,625,10.0,0.0016,both,27.417334,3.041229,
0.42,mixed_fbm,1500,750,0.2,0.001333,both,0.018171,0.024248,
0.76,mixed_fbm,1000,500,10.0,0.002,both,12.437539,2.126688,
0.43,mixed_fbm,1500,750,0.2,0.001333,both,0.01081,0.011102,
0.74,mixed_fbm,1000,500,1.0,0.002,both,0.044106,0.134813,
0.44,mixed_fbm,1500,750,0.2,0.001333,both,0.006165,0.007328,
0.73,mixed_fbm,1000,500,5.0,0.002,both,4.633537,1.209711,
0.29,mixed_fbm,750,375,5.0,0.002667,both,30.434901,5.019927,
0.45,mixed_fbm,1500,750,0.2,0.001333,both,0.003321,0.004181,
0.86,mixed_fbm,750,375,10.0,0.002667,both,5.546539,2.234037,
0.46,mixed_fbm,1500,750,0.2,0.001333,both,0.001648,4.7e-05,
0.21,mixed_fbm,1500,750,10.0,0.001333,both,147.629847,23.739126,
0.47,mixed_fbm,1500,750,0.2,0.001333,both,0.000719,2.2e-05,
0.35,mixed_fbm,1250,625,10.0,0.0016,both,23.593544,2.554929,
0.48,mixed_fbm,1500,750,0.2,0.001333,both,0.000248,8e-06,
0.49,mixed_fbm,1500,750,0.2,0.001333,both,4.8e-05,2e-06,
0.75,mixed_fbm,1000,500,1.0,0.002,both,0.040553,0.135122,
0.5,mixed_fbm,1500,750,0.2,0.001333,both,-0.0,-0.0,
0.51,mixed_fbm,1500,750,0.2,0.001333,both,2.9e-05,1e-06,
0.52,mixed_fbm,1500,750,0.2,0.001333,both,9e-05,4e-06,
0.53,mixed_fbm,1500,750,0.2,0.001333,both,0.000158,8e-06,
0.74,mixed_fbm,1000,500,5.0,0.002,both,4.361437,1.236908,
0.54,mixed_fbm,1500,750,0.2,0.001333,both,0.000218,1.3e-05,
0.55,mixed_fbm,1500,750,0.2,0.001333,both,0.000266,1.7e-05,
0.2,mixed_fbm,1250,625,5.0,0.0016,both,132.40036,24.028548,
0.56,mixed_fbm,1500,750,0.2,0.001333,both,0.000299,2.2e-05,
0.76,mixed_fbm,1000,500,1.0,0.002,both,0.037347,0.135145,
0.57,mixed_fbm,1500,750,0.2,0.001333,both,0.000319,2.6e-05,
0.36,mixed_fbm,1250,625,10.0,0.0016,both,20.127917,2.130218,
0.77,mixed_fbm,1000,500,10.0,0.002,both,12.012131,2.19322,
0.58,mixed_fbm,1500,750,0.2,0.001333,both,0.000327,2.9e-05,
0.59,mixed_fbm,1500,750,0.2,0.001333,both,0.000325,3.2e-05,
0.6,mixed_fbm,1500,750,0.2,0.001333,both,0.000317,3.4e-05,
0.61,mixed_fbm,1500,750,0.2,0.001333,both,0.000303,3.6e-05,
0.3,mixed_fbm,750,375,5.0,0.002667,both,26.98316,4.33779,
0.87,mixed_fbm,750,375,10.0,0.002667,both,5.021746,2.215816,
0.62,mixed_fbm,1500,750,0.2,0.001333,both,0.000286,3.8e-05,
0.63,mixed_fbm,1500,750,0.2,0.001333,both,0.000267,3.9e-05,
0.64,mixed_fbm,1500,750,0.2,0.001333,both,0.000247,4e-05,
0.65,mixed_fbm,1500,750,0.2,0.001333,both,0.000227,4.1e-05,
0.75,mixed_fbm,1000,500,5.0,0.002,both,4.075129,1.259685,
0.77,mixed_fbm,1000,500,1.0,0.002,both,0.034463,0.134224,
0.66,mixed_fbm,1500,750,0.2,0.001333,both,0.000208,4.1e-05,
0.67,mixed_fbm,1500,750,0.2,0.001333,both,0.00019,4.2e-05,
0.22,mixed_fbm,1500,750,10.0,0.001333,both,134.077085,20.605332,
0.68,mixed_fbm,1500,750,0.2,0.001333,both,0.000173,4.2e-05,
0.37,mixed_fbm,1250,625,10.0,0.0016,both,17.000467,1.761487,
0.69,mixed_fbm,1500,750,0.2,0.001333,both,0.000157,4.1e-05,
0.78,mixed_fbm,1000,500,10.0,0.002,both,11.491771,2.247072,
0.7,mixed_fbm,1500,750,0.2,0.001333,both,0.000143,4.1e-05,
0.71,mixed_fbm,1500,750,0.2,0.001333,both,0.00013,4.1e-05,
0.72,mixed_fbm,1500,750,0.2,0.001333,both,0.000118,4e-05,
0.78,mixed_fbm,1000,500,1.0,0.002,both,0.031877,0.133462,
0.73,mixed_fbm,1500,750,0.2,0.001333,both,0.000107,4e-05,
0.12,mixed_fbm,1500,750,1.0,0.001333,both,264.528536,71.423108,
0.74,mixed_fbm,1500,750,0.2,0.001333,both,9.8e-05,3.9e-05,
0.75,mixed_fbm,1500,750,0.2,0.001333,both,9e-05,3.9e-05,
0.76,mixed_fbm,1500,750,0.2,0.001333,both,8.2e-05,3.8e-05,
0.76,mixed_fbm,1000,500,5.0,0.002,both,3.782739,1.274615,
0.77,mixed_fbm,1500,750,0.2,0.001333,both,7.6e-05,3.7e-05,
0.14,mixed_fbm,1500,750,5.0,0.001333,both,274.772183,63.075628,
0.88,mixed_fbm,750,375,10.0,0.002667,both,4.522816,2.189258,
0.38,mixed_fbm,1250,625,10.0,0.0016,both,14.192512,1.441506,
0.78,mixed_fbm,1500,750,0.2,0.001333,both,7e-05,3.6e-05,
0.79,mixed_fbm,1500,750,0.2,0.001333,both,6.5e-05,3.6e-05,
0.79,mixed_fbm,1000,500,1.0,0.002,both,0.029563,0.132707,
0.8,mixed_fbm,1500,750,0.2,0.001333,both,6e-05,3.5e-05,
0.21,mixed_fbm,1250,625,5.0,0.0016,both,120.482897,20.92627,
0.81,mixed_fbm,1500,750,0.2,0.001333,both,5.6e-05,3.4e-05,
0.82,mixed_fbm,1500,750,0.2,0.001333,both,5.2e-05,3.3e-05,
0.83,mixed_fbm,1500,750,0.2,0.001333,both,4.9e-05,3.3e-05,
0.84,mixed_fbm,1500,750,0.2,0.001333,both,4.6e-05,3.2e-05,
0.8,mixed_fbm,1000,500,1.0,0.002,both,0.027495,0.129678,
0.85,mixed_fbm,1500,750,0.2,0.001333,both,4.4e-05,3.1e-05,
0.39,mixed_fbm,1250,625,10.0,0.0016,both,11.686572,1.16471,
0.86,mixed_fbm,1500,750,0.2,0.001333,both,4.2e-05,3.1e-05,
0.79,mixed_fbm,1000,500,10.0,0.002,both,10.894353,2.295244,
0.87,mixed_fbm,1500,750,0.2,0.001333,both,3.9e-05,3e-05,
0.88,mixed_fbm,1500,750,0.2,0.001333,both,3.8e-05,2.9e-05,
0.23,mixed_fbm,1500,750,10.0,0.001333,both,121.516018,17.874198,
0.77,mixed_fbm,1000,500,5.0,0.002,both,3.491205,1.285585,
0.89,mixed_fbm,1500,750,0.2,0.001333,both,3.6e-05,2.8e-05,
0.9,mixed_fbm,1500,750,0.2,0.001333,both,3.4e-05,2.8e-05,
0.91,mixed_fbm,1500,750,0.2,0.001333,both,3.3e-05,2.7e-05,
0.81,mixed_fbm,1000,500,1.0,0.002,both,0.025648,0.131098,
0.4,mixed_fbm,1250,625,10.0,0.0016,both,9.466281,0.92647,
0.92,mixed_fbm,1500,750,0.2,0.001333,both,3.2e-05,2.7e-05,
0.93,mixed_fbm,1500,750,0.2,0.001333,both,3.1e-05,2.6e-05,
0.94,mixed_fbm,1500,750,0.2,0.001333,both,3e-05,2.5e-05,
0.95,mixed_fbm,1500,750,0.2,0.001333,both,2.9e-05,2.5e-05,
0.96,mixed_fbm,1500,750,0.2,0.001333,both,2.8e-05,2.4e-05,
0.97,mixed_fbm,1500,750,0.2,0.001333,both,2.7e-05,2.4e-05,
0.82,mixed_fbm,1000,500,1.0,0.002,both,0.024,0.129441,
0.98,mixed_fbm,1500,750,0.2,0.001333,both,2.6e-05,2.3e-05,
0.41,mixed_fbm,1250,625,10.0,0.0016,both,7.516297,0.724424,
0.89,mixed_fbm,750,375,10.0,0.002667,both,4.053597,2.15813,
0.83,mixed_fbm,1000,500,1.0,0.002,both,0.02253,0.126513,
0.22,mixed_fbm,1250,625,5.0,0.0016,both,109.425736,18.213198,
0.8,mixed_fbm,1000,500,10.0,0.002,both,10.238863,2.33027,
0.78,mixed_fbm,1000,500,5.0,0.002,both,3.206187,1.294069,
0.42,mixed_fbm,1250,625,10.0,0.0016,both,5.822214,0.552599,
0.24,mixed_fbm,1500,750,10.0,0.001333,both,109.879318,15.492442,
0.84,mixed_fbm,1000,500,1.0,0.002,both,0.021217,0.128019,
0.43,mixed_fbm,1250,625,10.0,0.0016,both,4.370487,0.409364,
0.79,mixed_fbm,1000,500,5.0,0.002,both,2.932086,1.294324,
0.23,mixed_fbm,1250,625,5.0,0.0016,both,99.170032,15.837182,
0.44,mixed_fbm,1250,625,10.0,0.0016,both,3.14835,0.290815,
0.9,mixed_fbm,750,375,10.0,0.002667,both,3.61656,2.120194,
0.31,mixed_fbm,750,375,5.0,0.002667,both,23.80681,3.735742,
0.85,mixed_fbm,1000,500,1.0,0.002,both,0.020043,0.125389,
0.81,mixed_fbm,1000,500,10.0,0.002,both,9.544282,2.354769,
0.8,mixed_fbm,1000,500,5.0,0.002,both,2.672122,1.29002,
0.45,mixed_fbm,1250,625,10.0,0.0016,both,2.143737,0.195436,
0.86,mixed_fbm,1000,500,1.0,0.002,both,0.018994,0.124941,
0.46,mixed_fbm,1250,625,10.0,0.0016,both,1.345201,0.121623,
0.13,mixed_fbm,1500,750,1.0,0.001333,both,242.149058,62.08023,
0.1,mixed_fbm,1250,625,1.0,0.0016,both,255.879482,80.409702,
0.47,mixed_fbm,1250,625,10.0,0.0016,both,0.741838,0.066103,
0.87,mixed_fbm,1000,500,1.0,0.002,both,0.018054,0.123001,
0.25,mixed_fbm,1500,750,10.0,0.001333,both,99.105671,13.414032,
0.24,mixed_fbm,1250,625,5.0,0.0016,both,89.66246,13.761704,
0.91,mixed_fbm,750,375,10.0,0.002667,both,3.213039,2.07702,
0.82,mixed_fbm,1000,500,10.0,0.002,both,8.828632,2.368722,
0.81,mixed_fbm,1000,500,5.0,0.002,both,2.428473,1.286469,
0.48,mixed_fbm,1250,625,10.0,0.0016,both,0.323194,0.028331,
0.15,mixed_fbm,1500,750,5.0,0.001333,both,251.835872,54.842183,
0.49,mixed_fbm,1250,625,10.0,0.0016,both,0.079187,0.006827,
0.5,mixed_fbm,1250,625,10.0,0.0016,both,-0.0,0.0,
0.88,mixed_fbm,1000,500,1.0,0.002,both,0.017211,0.122216,
0.51,mixed_fbm,1250,625,10.0,0.0016,both,0.075988,0.006442,
0.52,mixed_fbm,1250,625,10.0,0.0016,both,0.297559,0.025738,
0.92,mixed_fbm,750,375,10.0,0.002667,both,2.843478,2.027524,
0.82,mixed_fbm,1000,500,5.0,0.002,both,2.202424,1.278256,
0.89,mixed_fbm,1000,500,1.0,0.002,both,0.016452,0.120519,
0.53,mixed_fbm,1250,625,10.0,0.0016,both,0.655053,0.056807,
0.25,mixed_fbm,1250,625,5.0,0.0016,both,80.854429,11.943183,
0.83,mixed_fbm,1000,500,10.0,0.002,both,8.108217,2.374217,
0.26,mixed_fbm,1500,750,10.0,0.001333,both,89.138976,11.600493,
0.54,mixed_fbm,1250,625,10.0,0.0016,both,1.138607,0.09892,
0.9,mixed_fbm,1000,500,1.0,0.002,both,0.015769,0.118637,
0.83,mixed_fbm,1000,500,5.0,0.002,both,1.994536,1.262397,
0.55,mixed_fbm,1250,625,10.0,0.0016,both,1.738004,0.151295,
0.91,mixed_fbm,1000,500,1.0,0.002,both,0.015152,0.117366,
0.32,mixed_fbm,750,375,5.0,0.002667,both,20.890532,3.203617,
0.93,mixed_fbm,750,375,10.0,0.002667,both,2.507695,1.979251,
0.26,mixed_fbm,1250,625,5.0,0.0016,both,72.70145,10.350195,
0.56,mixed_fbm,1250,625,10.0,0.0016,both,2.442517,0.212858,
0.92,mixed_fbm,1000,500,1.0,0.002,both,0.014594,0.116044,
0.84,mixed_fbm,1000,500,10.0,0.002,both,7.397118,2.368987,
0.57,mixed_fbm,1250,625,10.0,0.0016,both,3.24073,0.284392,
0.93,mixed_fbm,1000,500,1.0,0.002,both,0.014086,0.114075,
0.27,mixed_fbm,1500,750,10.0,0.001333,both,79.927704,10.016682,
0.84,mixed_fbm,1000,500,5.0,0.002,both,1.8048,1.255156,
0.58,mixed_fbm,1250,625,10.0,0.0016,both,4.120368,0.363609,
0.14,mixed_fbm,1500,750,1.0,0.001333,both,221.408326,53.923091,
0.27,mixed_fbm,1250,625,5.0,0.0016,both,65.162639,8.954885,
0.94,mixed_fbm,1000,500,1.0,0.002,both,0.013625,0.113826,
0.94,mixed_fbm,750,375,10.0,0.002667,both,2.205153,1.924915,
0.59,mixed_fbm,1250,625,10.0,0.0016,both,5.06811,0.450004,
0.85,mixed_fbm,1000,500,10.0,0.002,both,6.706921,2.355032,
0.95,mixed_fbm,1000,500,1.0,0.002,both,0.013203,0.111815,
0.85,mixed_fbm,1000,500,5.0,0.002,both,1.632779,1.238192,
0.16,mixed_fbm,1500,750,5.0,0.001333,both,230.634195,47.670861,
0.96,mixed_fbm,1000,500,1.0,0.002,both,0.012817,0.111098,
0.6,mixed_fbm,1250,625,10.0,0.0016,both,6.069426,0.543716,
